id,product,order_id,product_id,coupon
"532606","丹东黄蚬","882208","492","1500"
"206129","山核桃仁","882216","450","0"
"532657","新疆天山蜜杏","882224","647","0"
"532689","世界插画大展","882254","646","0"
"528923","红心火龙果","882279","326","1500"
"466992","夹心海苔","882280","514","0"
"530965","新疆天山蜜杏","882282","647","0"
"532723","净水器替换滤芯","882308","573","0"
"532728","南非红西柚","882310","502","0"
"439002","老盐金桔柠檬粉","882311","657","0"
"530776","夹心海苔","882316","514","1500"
"312820","生态巢蜜","882321","346","0"
"516616","重庆小面","882322","544","0"
"377537","多功能清洁膏","882332","564","1500"
"526918","南非红西柚","882353","502","0"
"522538","阳山湖景水蜜桃","882381","640","0"
"532795","枣想核你在一起","882396","417","0"
"532799","每日坚果","882405","348","1500"
"518719","红心火龙果","882406","326","1500"
"532800","巨无霸金奇异果","882411","314","1500"
"532808","每日坚果","882415","348","1500"
"532767","华盛顿车厘子","882422","636","0"
"532617","红心火龙果","882439","326","1500"
"529391","重庆小面","882455","544","0"
"532834","每日坚果","882462","348","1500"
"528834","海南桥沙地瓜","882483","610","0"
"532858","红心火龙果","882492","326","1500"
"411791","湖南米粉","882518","534","0"
"467277","丹东黄蚬","882520","492","1500"
"331633","泰国椰青","882537","505","0"
"521820","泰国椰青","882632","505","0"
"525214","泰国椰青","882646","505","0"
"532886","山楂优块","882668","512","0"
"532909","泰国椰青","882746","505","0"
"532804","泰国椰青","882752","505","0"
"428268","泰国椰青","882790","505","0"
"428268","泰国椰青","882790","505","0"
"348431","泰国椰青","882791","505","0"
"527916","泰国椰青","882792","505","0"
"518343","大荔冬枣","882796","634","0"
"532906","泰国椰青","882802","505","0"
"190423","丹东黄蚬","882815","492","1500"
"531070","大荔冬枣","882818","634","0"
"525758","泰国椰青","882821","505","0"
"532916","泰国椰青","882823","505","0"
"532934","泰国椰青","882825","505","0"
"517543","泰国椰青","882849","505","0"
"309328","海南桥沙地瓜","882858","610","0"
"519744","泰国椰青","882861","505","0"
"532951","泰国椰青","882867","505","0"
"532919","丹东黄蚬","882873","492","1500"
"420636","泰国椰青","882880","505","0"
"530053","泰国椰青","882882","505","0"
"532775","每日坚果","882888","348","1500"
"531914","大荔冬枣","882892","634","0"
"520804","泰国椰青","882905","505","0"
"531970","麻辣小龙虾","882939","595","0"
"532977","泰国椰青","882947","505","0"
"532157","阳山湖景水蜜桃","882950","640","0"
"482600","老盐金桔柠檬粉","882953","657","0"
"20789","泰国椰青","882966","505","1000"
"533000","海南桥沙地瓜","882968","610","0"
"420833","麻辣小海鲜","882992","566","0"
"420833","麻辣小海鲜","882992","566","0"
"533009","泰国椰青","883002","505","0"
"532972","泰国椰青","883009","505","1000"
"520174","丹东黄蚬","883019","492","1500"
"532979","世界插画大展","883051","646","0"
"522360","泰国椰青","883055","505","0"
"520382","泰国椰青","883057","505","0"
"533031","泰国椰青","883059","505","0"
"532224","麻辣小龙虾","883064","595","0"
"532967","泰国椰青","883094","505","0"
"468407","泰国椰青","883101","505","0"
"506956","泰国椰青","883107","505","0"
"461593","泰国椰青","883121","505","0"
"319936","安格斯牛仔骨","883140","660","0"
"529519","泰国椰青","883143","505","0"
"386887","新西兰红玫瑰苹果","883151","590","0"
"527028","泰国椰青","883173","505","0"
"523122","泰国椰青","883177","505","0"
"526976","山楂优块","883179","512","0"
"529401","海南桥沙地瓜","883189","610","0"
"532076","麻辣小龙虾","883192","595","0"
"526945","裸酸奶","883196","569","0"
"148486","泰国椰青","883204","505","0"
"450756","谷物营养粥","883206","664","0"
"526325","每日坚果","883210","348","1500"
"464936","泰国椰青","883230","505","0"
"526997","泰国椰青","883232","505","0"
"523105","泰国椰青","883238","505","0"
"400127","柳州螺蛳粉","883251","427","0"
"533016","泰国椰青","883254","505","0"
"527902","泰国椰青","883257","505","0"
"526985","泰国椰青","883262","505","0"
"533120","泰国椰青","883267","505","0"
"496917","泰国椰青","883274","505","0"
"496156","巨无霸金奇异果","883288","314","1500"
"511768","泰国椰青","883303","505","0"
"532963","手工清真牛肉酱","883318","409","0"
"530197","藜麦","883322","438","0"
"533125","每日坚果","883327","348","1500"
