id,hour
"11579","18"
"11584","21"
"11585","12"
"11585","17"
"11585","18"
"11594","14"
"11598","20"
"11615","19"
"11623","22"
"11630","21"
"11647","09"
"11654","21"
"11659","06"
"11674","19"
"11681","12"
"11681","17"
"11685","12"
"11699","10"
"11708","13"
"11708","18"
"11710","08"
"11710","13"
"11710","15"
"11710","20"
"11713","07"
"11713","10"
"11713","15"
"11713","19"
"11713","20"
"11729","16"
"11729","18"
"11737","11"
"11742","18"
"11749","09"
"11754","09"
"11754","10"
"11756","13"
"11756","19"
"11756","20"
"11770","15"
"11774","10"
"11787","20"
"11788","09"
"11788","10"
"11797","11"
"11798","11"
"11813","17"
"11815","21"
"11818","06"
"11818","10"
"11818","11"
"11821","11"
"11823","08"
"11829","08"
"11831","08"
"11831","17"
"11831","22"
"11853","21"
"11856","20"
"11880","16"
"11899","10"
"11899","16"
"11899","21"
"11979","11"
"12077","10"
"12187","12"
"12254","10"
"12292","08"
"12295","12"
"12295","18"
"12315","21"
"12325","20"
"12327","10"
"12327","12"
"12327","17"
"12327","21"
"12342","10"
"12342","19"
"12342","21"
"12348","10"
"12360","10"
"12360","12"
"12360","18"
"12360","19"
"12360","20"
"12366","20"
"12374","21"
"12380","19"
"12383","15"
"12396","16"
"12401","10"
"12424","18"
"12433","12"
"12433","16"
"12433","18"
"12433","19"
"12433","20"
"12452","21"
"12458","11"
"12458","13"
"12465","19"
"12466","18"
"12472","10"
"12483","22"
"12489","15"
"12509","22"
"12517","13"
"12517","17"
"12525","17"
"12535","10"
"12536","23"
"12549","20"
"12559","15"
"12559","16"
"12565","20"
"12586","20"
"12589","09"
"12589","14"
"12589","18"
"12590","13"
"12605","13"
"12625","14"
"12648","15"
"12652","21"
"12653","09"
"12658","08"
"12658","12"
"12699","09"
"12702","14"
"12707","00"
"12716","21"
"12723","12"
"12723","14"
"12723","21"
"12724","14"
"12724","19"
"12724","21"
"12744","10"
"12752","17"
"12769","21"
"12773","12"
"12773","18"
"12773","20"
"12773","21"
"12779","17"
"12786","20"
"12816","08"
"12816","11"
"12836","17"
"12836","20"
"12874","06"
"12874","12"
"12874","19"
"12874","21"
"12874","22"
"12918","22"
"12919","22"
"12943","20"
"12959","07"
"12959","10"
"12961","17"
"12965","15"
"12987","20"
"13020","11"
"13049","08"
"13049","13"
"13051","09"
"13051","12"
"13068","11"
"13068","13"
"13073","21"
"13087","16"
"13096","17"
"13100","20"
"13108","22"
"13109","09"
"13117","07"
"13120","09"
"13127","09"
"13134","09"
"13147","09"
"13154","19"
"13157","22"
"13192","13"
"13199","11"
"13212","20"
"13215","08"
"13217","09"
"13217","15"
"13217","20"
"13220","20"
"13228","10"
"13237","21"
"13242","21"
"13248","20"
"13252","22"
"13257","19"
"13257","20"
"13300","20"
"13316","16"
"13362","15"
"13401","21"
"13423","13"
"13436","12"
"13438","14"
"13440","16"
"13479","21"
"13509","19"
"13517","12"
"13543","16"
"13555","10"
"13558","14"
"13563","07"
"13570","17"
"13570","20"
"13577","09"
"13581","22"
"13584","20"
"13584","22"
"13597","23"
"13600","12"
"13600","13"
"13645","10"
"13652","17"
"13659","20"
"13662","17"
"13667","10"
"13667","11"
"13681","13"
"13685","17"
"13697","20"
"13700","10"
"13701","15"
"13702","16"
"13731","21"
"13752","10"
"13752","19"
"13752","20"
"13763","17"
"13776","08"
"13785","09"
"13811","08"
"13811","19"
"13811","21"
"13813","19"
"13816","19"
"13817","16"
"13817","20"
"13829","11"
"13834","22"
"13848","01"
"13848","07"
"13848","19"
"13850","22"
"13860","09"
"13908","20"
"13908","23"
"13922","14"
"13925","12"
"13944","15"
"13944","19"
"13946","15"
"13949","11"
"14005","09"
"14005","12"
"14014","09"
"14014","11"
"14014","22"
"14050","21"
"14080","20"
"14089","19"
"14112","08"
"14125","22"
"14146","19"
"14154","07"
"14156","16"
"14175","07"
"14194","14"
"14194","19"
"14195","11"
"14196","10"
"14197","09"
"14198","11"
"14198","12"
"14198","20"
"14198","21"
"14209","16"
"14209","18"
"14216","10"
"14216","13"
"14217","19"
"14235","16"
"14244","10"
"14244","11"
"14245","07"
"14245","20"
"14253","10"
"14284","16"
"14302","17"
"14313","10"
"14313","12"
"14313","15"
"14314","12"
"14314","18"
"14314","23"
"14315","20"
"14320","18"
"14323","12"
"14327","07"
"14327","15"
"14327","19"
"14334","17"
"14339","10"
"14339","15"
"14350","07"
"14355","23"
"14356","13"
"14356","18"
"14356","22"
"14377","17"
"14377","18"
"14409","12"
"14437","07"
"14437","20"
"14441","13"
"14444","06"
"14444","09"
"14445","10"
"14448","11"
"14450","20"
"14477","19"
"14478","09"
"14478","14"
"14478","16"
"14484","15"
"14491","10"
"14499","18"
"14507","17"
"14511","03"
"14511","22"
"14513","15"
"14513","22"
"14532","17"
"14535","10"
"14535","20"
"14538","21"
"14539","18"
"14540","09"
"14556","10"
"14567","07"
"14567","08"
"14567","14"
"14567","16"
"14567","18"
"14593","08"
"14593","10"
"14607","21"
"14616","19"
"14627","10"
"14627","15"
"14627","16"
"14640","10"
"14640","19"
"14642","21"
"14661","18"
"14698","13"
"14739","13"
"14739","14"
"14739","20"
"14752","13"
"14756","18"
"14757","10"
"14758","15"
"14771","17"
"14771","19"
"14773","15"
"14774","15"
"14774","22"
"14804","19"
"14807","12"
"14819","13"
"14819","15"
"14819","18"
"14830","14"
"14839","11"
"14841","18"
"14857","14"
"14862","20"
"14863","10"
"14863","12"
"14864","09"
"14864","18"
"14867","13"
"14867","22"
"14871","20"
"14871","21"
"14894","11"
"14897","09"
"14900","15"
"14909","08"
"14941","11"
"14947","13"
"14979","09"
"14990","04"
"14990","20"
"15016","08"
"15016","10"
"15016","18"
"15016","19"
"15016","21"
"15018","11"
"15031","02"
"15031","08"
"15031","11"
"15031","14"
"15031","21"
"15047","04"
"15096","14"
"15100","13"
"15269","21"
"15288","13"
"15289","20"
"15292","22"
"15313","21"
"15322","11"
"15338","08"
"15338","12"
"15360","15"
"15392","14"
"15392","22"
"15434","21"
"15457","09"
"15510","07"
"15510","20"
"15511","11"
"15523","10"
"15544","16"
"15546","09"
"15555","15"
"15559","09"
"15611","12"
"15612","22"
"15614","11"
"15627","17"
"15654","19"
"15663","08"
"15667","09"
"15668","18"
"15668","21"
"15669","22"
"15674","13"
"15674","21"
"15678","13"
"15680","14"
"15683","10"
"15684","21"
"15687","08"
"15703","12"
"15703","13"
"15703","16"
"15713","09"
"15713","12"
"15713","18"
"15716","17"
"15721","20"
"15733","18"
"15791","07"
"15801","12"
"15801","20"
"15829","20"
"15880","14"
"15886","16"
"15924","19"
"15938","19"
"15942","20"
"15976","20"
"15979","16"
"15980","18"
"15980","21"
"15995","09"
"15998","22"
"16014","13"
"16030","16"
"16052","21"
"16070","14"
"16099","20"
"16147","10"
"16147","22"
"16154","21"
"16158","11"
"16158","13"
"16247","10"
"16261","20"
"16261","21"
"16268","10"
"16283","21"
"16295","16"
"16299","21"
"16311","17"
"16339","15"
"16356","19"
"16363","21"
"16377","16"
"16397","15"
"16402","13"
"16402","21"
"16433","22"
"16458","15"
"16458","16"
"16484","10"
"16486","21"
"16490","11"
"16495","12"
"16499","14"
"16520","20"
"16537","13"
"16538","19"
"16569","20"
"16573","13"
"16575","21"
"16589","12"
"16729","10"
"16764","21"
"16791","20"
"16797","16"
"16801","10"
"16801","17"
"16801","21"
"16810","22"
"16817","09"
"16826","10"
"16826","19"
"16853","21"
"16875","11"
"16875","14"
"16878","18"
"16878","23"
"16893","12"
"16910","10"
"16910","21"
"16911","12"
"16912","12"
"16912","13"
"16916","22"
"16930","08"
"16942","00"
"16950","12"
"16957","16"
"16968","17"
"16978","10"
"16991","16"
"16993","09"
"16995","12"
"16995","19"
"16999","21"
"17002","16"
"17003","14"
"17008","10"
"17009","16"
"17012","08"
"17020","21"
"17027","10"
"17027","20"
"17031","13"
"17035","07"
"17035","09"
"17051","22"
"17051","23"
"17059","22"
"17064","22"
"17073","22"
"17081","22"
"17095","19"
"17101","09"
"17102","10"
"17102","16"
"17102","19"
"17102","20"
"17125","16"
"17125","17"
"17144","16"
"17159","19"
"17174","08"
"17200","10"
"17212","08"
"17216","10"
"17219","23"
"17220","15"
"17231","02"
"17239","19"
"17244","17"
"17255","07"
"17255","16"
"17255","20"
"17255","21"
"17258","20"
"17271","10"
"17272","08"
"17287","12"
"17287","21"
"17300","17"
"17300","19"
"17306","22"
"17307","19"
"17307","20"
"17310","12"
"17321","11"
"17321","14"
"17324","21"
"17357","10"
"17365","12"
"17391","16"
"17401","12"
"17401","23"
"17410","20"
"17420","13"
"17423","15"
"17423","21"
"17433","14"
"17433","19"
"17435","08"
"17450","16"
"17450","19"
"17455","10"
"17461","15"
"17461","16"
"17461","17"
"17464","17"
"17464","18"
"17464","19"
"17466","19"
"17468","22"
"17468","23"
"17487","20"
"17523","19"
"17534","11"
"17534","16"
"17538","19"
"17541","11"
"17579","09"
"17580","22"
"17582","09"
"17582","13"
"17586","14"
"17587","10"
"17587","20"
"17592","12"
"17620","08"
"17620","13"
"17627","22"
"17632","12"
"17653","14"
"17654","16"
"17695","23"
"17701","12"
"17701","18"
"17708","18"
"17735","10"
"17776","21"
"17802","21"
"17822","23"
"17870","20"
"17892","09"
"17907","20"
"17917","10"
"17917","20"
"17917","22"
"17925","17"
"17925","23"
"17935","12"
"17945","20"
"17948","22"
"17954","11"
"17954","12"
"17958","07"
"17960","09"
"17976","10"
"17980","13"
"17980","23"
"17987","15"
"17993","14"
"17995","16"
"18002","19"
"18017","15"
"18027","13"
"18039","09"
"18055","21"
"18064","09"
"18079","10"
"18081","15"
"18081","21"
"18081","22"
"18098","18"
"18099","10"
"18099","20"
"18102","19"
"18102","20"
"18160","16"
"18166","19"
"18171","08"
"18172","08"
"18172","20"
"18176","12"
"18176","14"
"18188","15"
"18190","22"
"18199","13"
"18227","13"
"18227","15"
"18227","21"
"18229","14"
"18229","16"
"18234","17"
"18255","17"
"18267","21"
"18267","23"
"18271","16"
"18300","15"
"18315","09"
"18342","19"
"18359","12"
"18359","18"
"18362","10"
"18362","14"
"18373","07"
"18373","09"
"18375","22"
"18375","23"
"18376","16"
"18377","22"
"18415","14"
"18422","11"
"18425","22"
"18433","09"
"18433","10"
"18439","11"
"18440","19"
"18443","07"
"18443","22"
"18452","06"
"18452","14"
"18470","08"
"18473","20"
"18474","11"
"18481","12"
"18489","14"
"18498","18"
"18513","00"
"18513","10"
"18513","18"
"18516","12"
"18517","08"
"18517","10"
"18522","10"
"18533","11"
"18534","22"
"18572","17"
"18579","12"
"18592","09"
"18609","22"
"18622","14"
"18622","17"
"18625","18"
"18628","12"
"18628","22"
"18630","22"
"18640","20"
"18652","14"
"18654","13"
"18667","20"
"18679","16"
"18680","19"
"18681","07"
"18695","19"
"18720","16"
"18748","12"
"18822","11"
"18822","13"
"18859","07"
"18859","16"
"18861","11"
"18861","19"
"18861","21"
"18880","21"
"18888","18"
"18895","10"
"18915","09"
"18933","13"
"18933","20"
"18961","06"
"18961","16"
"18964","19"
"18976","21"
"18995","12"
"18995","17"
"19047","21"
"19050","19"
"19053","12"
"19053","13"
"19088","11"
"19108","18"
"19114","09"
"19121","10"
"19121","15"
"19121","21"
"19122","20"
"19131","01"
"19131","12"
"19131","22"
"19145","12"
"19145","15"
"19184","16"
"19186","13"
"19187","09"
"19242","22"
"19312","09"
"19317","07"
"19317","08"
"19317","16"
"19317","19"
"19319","21"
"19324","22"
"19346","11"
"19371","12"
"19371","17"
"19371","22"
"19371","23"
"19375","10"
"19376","20"
"19383","15"
"19383","22"
"19394","15"
"19394","20"
"19406","23"
"19417","15"
"19417","20"
"19420","11"
"19420","20"
"19428","00"
"19428","08"
"19428","13"
"19428","22"
"19433","23"
"19436","13"
"19436","14"
"19436","21"
"19437","13"
"19437","22"
"19438","23"
"19443","00"
"19443","19"
"19443","20"
"19443","21"
"19447","12"
"19447","20"
"19452","13"
"19452","16"
"19464","10"
"19466","15"
"19466","19"
"19473","07"
"19473","14"
"19473","15"
"19473","20"
"19479","12"
"19481","22"
"19482","09"
"19482","11"
"19482","20"
"19492","13"
"19499","16"
"19501","20"
"19506","09"
"19506","13"
"19506","16"
"19506","19"
"19506","20"
"19529","16"
"19530","15"
"19531","15"
"19538","14"
"19543","20"
"19548","16"
"19565","09"
"19565","21"
"19565","22"
"19575","16"
"19578","09"
"19582","09"
"19594","13"
"19594","14"
"19596","17"
"19596","20"
"19597","18"
"19604","10"
"19604","14"
"19604","17"
"19625","06"
"19636","07"
"19636","10"
"19636","15"
"19636","22"
"19658","08"
"19658","11"
"19658","18"
"19675","10"
"19696","10"
"19696","21"
"19696","23"
"19704","10"
"19708","16"
"19709","19"
"19711","15"
"19712","07"
"19722","16"
"19723","13"
"19725","16"
"19725","19"
"19725","20"
"19732","20"
"19737","10"
"19737","11"
"19737","16"
"19737","20"
"19750","15"
"19762","10"
"19763","20"
"19770","16"
"19770","17"
"19783","07"
"19783","10"
"19783","21"
"19789","09"
"19789","10"
"19789","12"
"19789","14"
"19789","17"
"19793","09"
"19795","19"
"19812","12"
"19812","20"
"19812","21"
"19821","09"
"19821","20"
