"location__lat","location__lng","telephone","detail","address","uid","name","street_id"
"39.859683","116.455751","","1","丰台区分钟寺关家坑7号","86ad1bfa4cc709a0c2f1cf5e","万盛家园","86ad1bfa4cc709a0c2f1cf5e"
"39.861161","116.456033","","1","南苑乡分钟寺村","3d4cd89cd8255737abf72978","诚同成公寓","3d4cd89cd8255737abf72978"
"39.856303","116.454303","","1","成寿寺中街关家坑206号","3915ec93940cad4695f08ce6","大智公寓","3915ec93940cad4695f08ce6"
"39.861354","116.463563","","1","分钟寺枣林街甲6号","8e59f19d210e3bcf0d0e6b59","金色大地公寓","8e59f19d210e3bcf0d0e6b59"
"39.857929","116.462601","(010)87667048","1","分钟寺地铁站B东北口东150米","d9fa0d33027ab0d625d2bbd7","恒源祥社区","d9fa0d33027ab0d625d2bbd7"
"39.854853","116.469757","(010)87695792","1","吕营大街6号","40e422e0e3c55610581093e8","北京金宝鼎白领公寓","40e422e0e3c55610581093e8"
"39.857742","116.46761","(010)87691900","1","东四道口A-09","4abcf6c777a13065f7b91612","万聚公寓","4abcf6c777a13065f7b91612"
"39.858259","116.466376","","1","北京市丰台区东四道口A-06号","a79ec3b7e38334d27c29bd48","华盛公寓","a79ec3b7e38334d27c29bd48"
"39.85812","116.470288","","1","吕营大街西150米","6d5c0a73818e2349eb12e4f5","分钟寺新村","6d5c0a73818e2349eb12e4f5"
"39.857474","116.464958","(010)59423657","1","北京北京东四道口03-29号","5dc1b82a76bbd979b13c8168","顺鑫公寓","5dc1b82a76bbd979b13c8168"
"39.857134","116.467144","13001146540","1","北京市丰台区东四道口03-10","a2aecd706b9f62aead0457ec","万和公寓","a2aecd706b9f62aead0457ec"
"39.856605","116.467168","","1","南三环分钟寺村","14076deea7c5edf402294fd7","永盛豪华公寓","14076deea7c5edf402294fd7"
"39.858796","116.465576","(010)87696940","1","分钟寺枣林街","abe9ef340941eb19364aaee3","首阳公寓","abe9ef340941eb19364aaee3"
"39.8578","116.4664","(010)57163030","1","北京市丰台区东四道口a-01号","17b37273e1dbe93b43e192b2","聚鑫公寓","17b37273e1dbe93b43e192b2"
"39.856878","116.467148","(010)87166788","1","北京北京市丰台区东四道口03-09","9bfa03e4ed4f86f5b14c4973","华坤公寓(二部)","9bfa03e4ed4f86f5b14c4973"
"39.858188","116.481808","","1","厂桥","9e1e103476a9e2fdf4eafcc4","爱民小区","9e1e103476a9e2fdf4eafcc4"
"39.855714","116.478407","","1","吕家营村东166号","8aecdb9ada902037fb22131a","众诚廉租房","8aecdb9ada902037fb22131a"
"39.861319","116.475289","","1","吕营大街附近","09bd2a3451cbdc6bbb17e78c","长会公寓","09bd2a3451cbdc6bbb17e78c"
"39.857076","116.482063","","1","厂桥","b1fb01cffcb1989c3f9a5e7f","爱民小区-南门","b1fb01cffcb1989c3f9a5e7f"
"39.860209","116.48321","13401005555","1","大洋路海鲜批发市场西区二排1号(爱民小区东北)","4bddae38818b11fcc72ba106","京连发海产(爱民小区东北)","4bddae38818b11fcc72ba106"
"39.860284","116.48343","(010)67481390","1","大洋路海鲜批发市场西区三排9","78edd140a7d475aecafa5f3d","余记水产(爱民小区东北)","78edd140a7d475aecafa5f3d"
"39.859652","116.483255","","1","大洋路海鲜批发市场西区七排3号(爱民小区东北)","026d737d7f050498601809a5","华笋海产(爱民小区东北)","026d737d7f050498601809a5"
"39.86076","116.490862","","1","北京市朝阳区彩宣五金市场B栋","e53199d2b12a45a72fb17e96","彩宣五金市场B栋","e53199d2b12a45a72fb17e96"
"39.861071","116.489761","","1","北京市朝阳区彩宣五金市场A栋","8a843cab10afce96ca09f0fc","彩宣五金市场A栋","8a843cab10afce96ca09f0fc"
"39.860291","116.499875","","1","北京市朝阳区","446fe964caf00176c7f0252b","安民学校小武基小区","446fe964caf00176c7f0252b"
"39.85909","116.494529","","1","北京市朝阳区朝龙五金A座①","47831be89827923371210b73","朝龙五金A座①","47831be89827923371210b73"
"39.862036","116.509666","","1","北京市朝阳区","a5ee1579b8732d6a95ca07c9","翠成馨园-421号楼","1440f11e978ca20c09b93a79"
"39.858961","116.513002","","1","北京市朝阳区武基街","8b3b69df8ec8dfbac26c14d0","垡头翠城馨园南区","8b3b69df8ec8dfbac26c14d0"
"39.852689","116.513763","","1","武基路绿竹家园8号楼","8fa0d5f09f7e7211c17da28b","绿竹家园加-8楼","8fa0d5f09f7e7211c17da28b"
"39.861217","116.523915","(010)67372236","1","垡头武基路","c123adda6ed3957b83a00c70","金辉小区","c123adda6ed3957b83a00c70"
"39.860048","116.523292","13521645023","1","十八里店乡西直河村武基路","3ce3653453ae1a63373a715c","建华小区","3ce3653453ae1a63373a715c"
"39.852601","116.515959","","1","东南郊灌渠与老君堂中路交叉口南","699dbceae2b8102f30169ba0","绿洲家园","699dbceae2b8102f30169ba0"
"39.858695","116.521854","","1","武基路建华小区(沙县小吃南行30米路东)","c2b0bdc9c413b3113913fd50","东方家园","c2b0bdc9c413b3113913fd50"
"39.861065","116.520793","","1","垡头东路附近","eb43c73d4d293c38eb12e47b","垡头南里六号院","eb43c73d4d293c38eb12e47b"
"39.85951","116.522422","(010)87572039,13681181332","1","武基路附近","0587ad7f69b1848bfea778f7","吉祥家园","0587ad7f69b1848bfea778f7"
"39.856426","116.522109","15011576368","1","年庄路华良公寓附近","3640e64d7fa3ef5fa8f729d1","华良公寓","3640e64d7fa3ef5fa8f729d1"
"39.860767","116.520317","","1","北京市垡头东路附近","e64024b34f86025ba204641c","垡头南里","e64024b34f86025ba204641c"
"39.856623","116.51949","(010)67209199","1","西直河村年庄","fb4fab300d7f7203c42ba14a","宝隆公寓","fb4fab300d7f7203c42ba14a"
"39.857252","116.521354","","1","西直河村16号","5ecf839bf19219ce246e98a1","武基路75号院","5ecf839bf19219ce246e98a1"
"39.862214","116.533814","","1","北京市朝阳区双合中路3号(北京工业技师学院对面)","42a18ee5de4ca36ca21de9db","双合小区","42a18ee5de4ca36ca21de9db"
"39.856922","116.525172","","1","十八里店","b75917dfb650b24f9d95de86","四季旺小区","b75917dfb650b24f9d95de86"
"39.856845","116.525262","","1","年庄街104号附近","f653692ba1bb90e4461a324d","四季旺小区-南门","f653692ba1bb90e4461a324d"
"39.856661","116.524281","","1","西直河村104","161f0c35ac9ded5b17c8f644","福兰德超市(金辉小区南)","161f0c35ac9ded5b17c8f644"
"39.855175","116.536855","","1","西直河村452","7d7fa9322e881a670aa8d48a","嘉和青年公寓","7d7fa9322e881a670aa8d48a"
"39.860786","116.559689","(010)87309999","1","北京市朝阳区豆各庄乡黄厂村黄厂路","fcd4645d003838dd441a329a","恒大御景湾","fcd4645d003838dd441a329a"
"39.857041","116.571569","","1","天达路朝丰家园6号院底商","37b6d4014a7f7be6373a7177","朝丰家园","37b6d4014a7f7be6373a7177"
"39.853055","116.564442","","1","黄厂南里3号院","a5ef680fa8cc43aab9df8fcd","富力又一城-C区","a5ef680fa8cc43aab9df8fcd"
"39.853115","116.572563","","1","黄厂南里1号院","8fa14fc3e014c86ef6eafc96","富力又一城A区","8fa14fc3e014c86ef6eafc96"
"39.853117","116.56889","","1","北京市朝阳区富力又一城南","f696f3c2de8c5d961b11d52f","富力又一城-B区","f696f3c2de8c5d961b11d52f"
"39.85301","116.568822","","1","北京市朝阳区大鲁店北路","a127e6e100db744eafee7a60","黄厂南里2号院","a127e6e100db744eafee7a60"
"39.858156","116.572423","","1","北京市朝阳区朝丰家园13号楼","5ae57cef15d5edcc2a02e164","朝丰家园-13号楼","5ae57cef15d5edcc2a02e164"
"39.8527","116.567285","","1","北京市朝阳区富力又一城B区10号楼","6d7928a119b9e1e245e27433","富力又一城B区-10号楼","6d7928a119b9e1e245e27433"
"39.856438","116.571199","","1","北京市朝阳区","5473ddb20c5c668e9222e0d0","朝丰家园-东区","5473ddb20c5c668e9222e0d0"
"39.853633","116.571652","","1","北京市朝阳区富力.又一城A区8号楼","37216495af3773a508f5ebc3","富力.又一城A区-8号楼","37216495af3773a508f5ebc3"
"39.855962","116.571467","","1","北京市朝阳区朝丰家园18号楼","e0cf80ab8f0b2a93704b87cf","朝丰家园-18号楼","e0cf80ab8f0b2a93704b87cf"
"39.869596","116.459524","","1","北京市朝阳区南三环东路","ebd2ff1da45ce069b5147f39","王家大院公寓","ebd2ff1da45ce069b5147f39"
"39.862397","116.462798","","1","丰台区分钟寺周家庄路143号","a87d11ef3d1bc109715e800f","华福公寓","a87d11ef3d1bc109715e800f"
"39.86246","116.458578","","1","北京市丰台区分钟寺199号","0804bb05dfa3eba3d42ce242","啤酒花园","0804bb05dfa3eba3d42ce242"
"39.863608","116.463254","","1","周家庄路附近","ac3ce7a6acd0a2b38e55eca7","朋利轩公寓","ac3ce7a6acd0a2b38e55eca7"
"39.871994","116.481147","","1","十里河弘燕路、四方桥南","8c6dd68c78fbbf3dd8d891d6","周庄嘉园","8c6dd68c78fbbf3dd8d891d6"
"39.868234","116.481523","","1","北京市朝阳区西大望南路与小武基路交口西北侧","08f1f1f5adc93aca89db7394","周庄嘉园-C区","08f1f1f5adc93aca89db7394"
"39.866282","116.474633","","1","朝阳区十里河大羊坊路79号","03a4555d5eaa622c4d5547c7","东盈苑小区","03a4555d5eaa622c4d5547c7"
"39.866386","116.480173","","1","北京市朝阳区周庄嘉园南里14号楼","1e81dd1ec01ff97fce04eff2","周庄嘉园南里-14号楼","1e81dd1ec01ff97fce04eff2"
"39.868784","116.482435","","1","北京市朝阳区周庄嘉园C区21号楼","5d765be0f413cdd94e776e9d","周庄嘉园C区-21号楼","5d765be0f413cdd94e776e9d"
"39.866583","116.482737","","1","周庄嘉园南里15号楼","ee067c00bd2f52360c0a7082","周庄嘉园南里-5号楼","ee067c00bd2f52360c0a7082"
"39.868384","116.482586","","1","北京市朝阳区周庄嘉园C区22号楼","d0e35380bb027ea59b68b494","周庄嘉园C区-22号楼","d0e35380bb027ea59b68b494"
"39.869961","116.481563","","1","北京市朝阳区周庄嘉园C区17号楼","afcf73659ed6e6181811d567","周庄嘉园C区-17号楼","afcf73659ed6e6181811d567"
"39.869193","116.479569","","1","北京市朝阳区周庄嘉园C区28号楼","b2ae5bc44924828d583ac843","周庄嘉园C区-28号楼","b2ae5bc44924828d583ac843"
"39.868045","116.482273","","1","北京市朝阳区周庄嘉园C区24号楼","73136ed31bb6182761685870","周庄嘉园C区-24号楼","73136ed31bb6182761685870"
"39.870107","116.493698","(010)87326666,(010)87327777","1","东四环南路53号","e306a90d12142fdeca213d70","林达海渔广场","e306a90d12142fdeca213d70"
"39.870467","116.484264","","1","北京市朝阳区西大望南路","2e092def0469436ac9291595","周庄三期","2e092def0469436ac9291595"
"39.869949","116.489036","","1","东南四环四路通中路12号院(近山水文园)","1562066a8aa0ad9ab8bd6373","建工家园","1562066a8aa0ad9ab8bd6373"
"39.867079","116.484165","","1","北京市朝阳区西大望南路","d63cb3fb21ce88ce8e7727be","周庄三期-B区","d63cb3fb21ce88ce8e7727be"
"39.872015","116.491744","","1","北京市朝阳区山水文园东园14号楼","cddc4467925cb0a1fb2213d4","山水文园东园-14号楼","cddc4467925cb0a1fb2213d4"
"39.86993","116.48901","","1","北京市朝阳区建工家园2号楼","cd512de00cb387711b94c6f1","建工家园-2号楼","cd512de00cb387711b94c6f1"
"39.872111","116.490768","","1","北京市朝阳区山水文园东园15号楼","87afedd42d41384843afe6be","山水文园·东园-15号楼","87afedd42d41384843afe6be"
"39.869644","116.489531","","1","北京市朝阳区建工家园1号楼","06882676c322c9c2b65f1e43","建工家园-1号楼","06882676c322c9c2b65f1e43"
"39.870305","116.48936","","1","北京市朝阳区建工家园4号楼","9d09312ff1680859fa42b24a","建工家园-4号楼","9d09312ff1680859fa42b24a"
"39.86645","116.484377","","1","北京市朝阳区彩宣五金市场N栋","93577a5c60ea8687c61e5120","彩宣五金市场N栋","93577a5c60ea8687c61e5120"
"39.869607","116.494987","","1","十八里店","bbcf49189eb8905241d63e89","欢乐谷公寓1号院","bbcf49189eb8905241d63e89"
"39.869676","116.501123","","1","北京市朝阳区朝龙小武基不锈钢市场C区","871f57fac7de1b4ebd48425b","朝龙小武基不锈钢市场-C区","871f57fac7de1b4ebd48425b"
"39.86926","116.502449","","1","小武基路甲1号附近","d84aac25e4e583230b1cc759","朝龙小武基不锈钢市场-E区","d84aac25e4e583230b1cc759"
"39.869365","116.500308","","1","北京市朝阳区朝龙小武基不锈钢市场G区","8a88cd601dd8b0be11882459","朝龙小武基不锈钢市场-G区","8a88cd601dd8b0be11882459"
"39.868848","116.502369","","1","小武基路甲1号附近","af36b46aea8645cc04fef5b1","朝龙小武基不锈钢市场-H区","af36b46aea8645cc04fef5b1"
"39.86929","116.501849","","1","小武基路东150米朝龙不锈钢市场附近","5462969dd7ece0486ca3cced","朝龙小武基不锈钢市场-F区","5462969dd7ece0486ca3cced"
"39.862759","116.513168","","1","京沈高速东四环第一出口往南800米","0900acd7bc0d9e3528201aa4","翠成馨园","0900acd7bc0d9e3528201aa4"
"39.868721","116.509046","","1","北京市朝阳区华侨城b区","c9b7732fd5de3bc8b5f42fc9","金蝉南里","c9b7732fd5de3bc8b5f42fc9"
"39.872004","116.510586","","1","北京市朝阳区金蝉欢乐园2号","2cc3c8e8253da6d64c2fdf96","北京·华侨城A区-2号院","2cc3c8e8253da6d64c2fdf96"
"39.872174","116.513642","","1","北京市朝阳区金蝉里17号楼","b703e96bd3dc46fb8f1a89e4","金蝉里","b703e96bd3dc46fb8f1a89e4"
"39.871878","116.513532","","1","北京市朝阳区金蝉里16号楼","63d9802573be2be4adee7a64","金蝉里-16号楼","63d9802573be2be4adee7a64"
"39.868938","116.510685","","1","北京市朝阳区金蝉南里12号楼","89de015872b56092b45f1eb8","金蝉南里-12号楼","89de015872b56092b45f1eb8"
"39.868632","116.508698","","1","北京市朝阳区金蝉南里西区7号楼","879b0ef7ef2ca028931fc9ee","金蝉南里-7号楼","879b0ef7ef2ca028931fc9ee"
"39.868214","116.5076","","1","北京市朝阳区金蝉南里西区3号楼","57caaa191d9c37c67dc87622","金蝉南里-3号楼","57caaa191d9c37c67dc87622"
"39.864744","116.507742","","1","北京市朝阳区垡头翠成馨园327号楼","eac036d0a52c555cd1f49e5f","垡头翠成馨园-327号楼","eac036d0a52c555cd1f49e5f"
"39.866658","116.507363","","1","北京市朝阳区垡头翠成馨园322号楼","d52dec830ea65cb27ab55c6e","垡头翠成馨园-322号楼","d52dec830ea65cb27ab55c6e"
"39.870718","116.519582","","1","东四环四方桥南1公里垡头","15e1e85e3f3d0ddf59109386","垡头西里","15e1e85e3f3d0ddf59109386"
"39.865965","116.524067","","1","化工路与垡头东路交叉口北50米","a12baa40e085da56e956fa96","垡头东里社区","a12baa40e085da56e956fa96"
"39.869817","116.516132","","1","北京市朝阳区垡头路垡头西里三区垡头三区","c7eca12b5b4ed637e015f996","垡头西里-三区","c7eca12b5b4ed637e015f996"
"39.868993","116.51957","","1","北京市朝阳区垡头西里43号楼","8737930bfe27c9e2ea1e9705","垡头西里-43号楼","8737930bfe27c9e2ea1e9705"
"39.863029","116.517853","","1","北京市朝阳区南磨房","373cf757e815ac134354d7e1","垡头翠城盛园社区","373cf757e815ac134354d7e1"
"39.870157","116.51878","","1","北京市朝阳区垡头西里18号楼","55939798fe9ffca1157643d1","垡头西里-18号楼","55939798fe9ffca1157643d1"
